Date,Close,Volume
2006-09-01,598.3666701543899,17592
2006-10-01,585.8136402476918,6239
2006-11-01,626.9600067138672,114115
2006-12-01,628.0449981689453,3823
2007-01-01,630.3904709588913,101525
2007-02-01,666.0789505807977,3956
2007-03-01,653.6409107555043,52996
2007-04-01,679.9199981689453,4436
2007-05-01,667.5863591974431,158741
2007-06-01,654.8047543480283,4027
2007-07-01,665.7857171921503,138099
2007-08-01,665.05652120839,8547
2007-09-01,715.3684178402549,27365
2007-10-01,756.0304300059443,2720
2007-11-01,805.5999988374256,239345
2007-12-01,807.9599975585937,7681
2008-01-01,891.3571341378348,231851
2008-02-01,925.1100006103516,7649
2008-03-01,962.9300018310547,216432
2008-04-01,909.6636380282315,13006
2008-05-01,888.2047613234747,221793
2008-06-01,889.8952404203869,9462
2008-07-01,939.9318209561435,250477
2008-08-01,835.8333304268973,9253
2008-09-01,828.9619053431919,18800
2008-10-01,801.9913011633831,3365
2008-11-01,754.8894813939145,325409
2008-12-01,822.6681823730469,9599
2009-01-01,861.5599945068359,215420
2009-02-01,942.2631546823602,14216
2009-03-01,925.2954517711293,178292
2009-04-01,892.6666666666666,17300
2009-05-01,929.7099975585937,234559
2009-06-01,946.3499977805398,12773
2009-07-01,935.509091463956,177420
2009-08-01,949.6952369326636,7492
2009-09-01,998.7142915271577,15642
2009-10-01,1044.3090931285512,3699
2009-11-01,1126.2450012207032,333290
2009-12-01,1128.9772838245738,24177
2010-01-01,1116.8263003700658,320664
2010-02-01,1098.1894788240131,18209
2010-03-01,1114.3565249235733,222583
2010-04-01,1151.4523751395088,10917
2010-05-01,1203.9550048828125,361661
2010-06-01,1234.6636408025568,16703
2010-07-01,1191.7476225353423,267525
2010-08-01,1217.4454512162642,9250
2010-09-01,1273.0380917503721,33200
2010-10-01,1343.2190406436011,3190
2010-11-01,1370.1857212611608,245327
2010-12-01,1393.954551003196,16511
2011-01-01,1361.679998779297,299379
2011-02-01,1373.805265727796,14468
2011-03-01,1422.6173891813858,194338
2011-04-01,1481.8650024414062,15801
2011-05-01,1511.0142880394346,271249
2011-06-01,1527.9954556551847,15027
2011-07-01,1577.1250061035157,309932
2011-08-01,1758.491306470788,25647
2011-09-01,1762.1857154482886,31848
2011-10-01,1669.9142775762648,2715
2011-11-01,1742.5904831659227,257009
2011-12-01,1641.9666748046875,11311
2012-01-01,1660.195001220703,237708
2012-02-01,1743.8350158691405,9587
2012-03-01,1675.6590964577415,254540
2012-04-01,1650.5850036621093,9743
2012-05-01,1588.2818104137075,345507
2012-06-01,1600.690464564732,11162
2012-07-01,1592.51904296875,257528
2012-08-01,1629.9173902428668,11783
2012-09-01,1748.8052593030427,25557
2012-10-01,1747.7285737537202,2244
2012-11-01,1721.3190452938989,345777
2012-12-01,1684.3800048828125,7061
2013-01-01,1670.4476260230654,197723
2013-02-01,1627.4684030633223,11784
2013-03-01,1591.5050048828125,223847
2013-04-01,1484.6272804953835,14648
2013-05-01,1416.6181918057528,222108
2013-06-01,1342.1350036621093,12739
2013-07-01,1285.8045543323863,186170
2013-08-01,1352.6681574041193,10507
2013-09-01,1345.985009765625,17759
2013-10-01,1316.8347751783288,2723
2013-11-01,1275.104998779297,270667
2013-12-01,1225.0095156715029,14554
2014-01-01,1244.0619012741815,189701
2014-02-01,1300.9842143811677,11943
2014-03-01,1336.4285714285713,255794
2014-04-01,1298.423793247768,8265
2014-05-01,1287.538097563244,211143
2014-06-01,1282.161900111607,10619
2014-07-01,1310.6363636363637,224607
2014-08-01,1295.0571463448662,9633
2014-09-01,1235.1285691034227,27705
2014-10-01,1222.93042522928,4510
2014-11-01,1176.1789422286183,299410
2014-12-01,1200.168174050071,11140
2015-01-01,1252.9249938964845,258615
2015-02-01,1224.9105224609375,8294
2015-03-01,1177.768182927912,215205
2015-04-01,1199.828578404018,7838
2015-05-01,1198.2150085449218,258123
2015-06-01,1180.7818215110085,6252
2015-07-01,1128.113641912287,216892
2015-08-01,1118.7333112444196,13251
2015-09-01,1123.8238002232142,9119
2015-10-01,1159.859092018821,4321
2015-11-01,1084.0050048828125,206445
2015-12-01,1069.9454567649148,10149
2016-01-01,1097.6420962685033,229558
2016-02-01,1201.4050048828126,13930
2016-03-01,1244.8818192915483,244751
2016-04-01,1242.5380801246279,9954
2016-05-01,1259.5904773530506,271888
2016-06-01,1276.7454612038352,13380
2016-07-01,1337.2100036621093,281653
2016-08-01,1337.9565270465353,11854
2016-09-01,1325.1142868768602,18630
2016-10-01,1263.9800109863281,5748
2016-11-01,1235.9600036621093,242023
2016-12-01,1151.395252046131,9972
2017-01-01,1193.190008544922,289655
2017-02-01,1234.5420949835527,11087
2017-03-01,1230.378269361413,251026
2017-04-01,1268.6526392886512,9065
2017-05-01,1243.7636385830965,404733
2017-06-01,1260.0590931285512,8948
2017-07-01,1235.9599975585938,292633
2017-08-01,1283.7956436820652,10098
2017-09-01,1313.9400024414062,26808
2017-10-01,1279.2500055486505,3513
2017-11-01,1280.6904703776042,326214
2017-12-01,1265.5700073242188,7596
2018-01-01,1330.675,338322
2018-02-01,1330.0578806023848,10243
2018-03-01,1324.2381068638392,356297
2018-04-01,1335.3428664434523,6114
2018-05-01,1302.6181696111505,441893
2018-06-01,1280.0238037109375,5166
2018-07-01,1236.0238211495537,319715
2018-08-01,1199.9521749745245,5996
2018-09-01,1196.705258018092,23406
2018-10-01,1213.9695673403533,4126
2018-11-01,1219.2381010509673,304805
2018-12-01,1253.0473697060033,4277
2019-01-01,1290.8618977864583,270998
2019-02-01,1318.4473684210527,7989
2019-03-01,1298.5285935174852,295700
2019-04-01,1284.7857200985864,6961
2019-05-01,1283.3727195046165,248448
2019-06-01,1359.669989013672,6517
2019-07-01,1413.295448996804,302051
2019-08-01,1502.0363658558238,17142
2019-09-01,1507.4199951171875,17674
2019-10-01,1493.330423106318,5233
2019-11-01,1470.0000061035157,443701
2019-12-01,1480.8523763020833,13046
2020-01-01,1559.933337983631,316262
2020-02-01,1595.6157804790296,9617
2020-03-01,1594.6500077681108,123957
2020-04-01,1694.9809395926338,14324
2020-05-01,1718.6900146484375,168568
2020-06-01,1735.922735040838,16436
2020-07-01,1847.5409046519887,246967
2020-08-01,1966.2380836123511,11710
2020-09-01,1920.2761869884673,17781
2020-10-01,1900.245450106534,9613
2020-11-01,1866.0799987792968,288589
2020-12-01,1859.2954434481535,12142
2021-01-01,1865.1842169510692,225930
2021-02-01,1805.531584087171,16813
2021-03-01,1719.5173923658288,167914
2021-04-01,1759.7571440197173,10646
2021-05-01,1850.6450073242188,210133
2021-06-01,1834.1227361505682,8466
2021-07-01,1805.5047607421875,245814
2021-08-01,1785.231805974787,17757
2021-09-01,1775.8999953497023,28543
2021-10-01,1776.404750279018,8208
2021-11-01,1819.499988374256,221748
2021-12-01,1791.0454434481535,10803
2022-01-01,1816.6399963378906,231198
2022-02-01,1857.7420911287006,9459
2022-03-01,1950.6739024286685,157864
2022-04-01,1933.9300048828125,7725
2022-05-01,1845.9380987258185,162852
2022-06-01,1834.547619047619,7851
2022-07-01,1729.8,194989
2022-08-01,1762.4782608695652,11161
2022-09-01,1678.6142868768602,41586
2022-10-01,1665.8380940755208,8817
2022-11-01,1726.047630673363,161813
2022-12-01,1797.1142868768602,9347
2023-01-01,1899.8349914550781,186113
2023-02-01,1853.2368485300165,10363
2023-03-01,1912.9608685037365,104261
2023-04-01,2001.04736328125,7282
2023-05-01,1993.4227294921875,215367
2023-06-01,1941.652378627232,6383
2023-07-01,1950.7649963378906,220474
2023-08-01,1917.5565185546875,9086
2023-09-01,1912.4099975585937,19996
2023-10-01,1915.5681762695312,8474
2023-11-01,1985.3714250837054,199965
2023-12-01,2031.6749938964845,8723
2024-01-01,2028.0428466796875,184110
2024-02-01,2025.214990234375,10440
2024-03-01,2161.8699951171875,241903
2024-04-01,2332.590897993608,8117
2024-05-01,2349.6318026455965,154217
2024-06-01,2326.0789345189146,7958
2024-07-01,2393.3363702947445,155434
2024-08-01,2467.249988902699,12103
2024-09-01,2572.869982910156,24007
2024-10-01,2688.904349949049,4495
2024-11-01,2649.8150146484377,246317
2024-12-01,2644.3,16383
